partition_id,family,partition_index,master_seed,aligned_feature_count,aligned_features,preserved_features,feature_allowlist_sha256,clinical_partition_sha256,generation_status
B_variance_matched-16,B_variance_matched,16,20260715,4,"[""透析龄年"", ""透前舒张压"", ""超负荷"", ""历史平均超滤率_mean""]","[""年龄"", ""性别"", ""透前收缩压"", ""透前呼吸频率"", ""透前体温"", ""透前体重-干体重"", ""历史平均超滤量MAX"", ""历史平均透前体重"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_HBP_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
B_variance_matched-17,B_variance_matched,17,20260715,4,"[""透前舒张压"", ""透前体重-干体重"", ""超负荷"", ""历史平均超滤量MAX""]","[""年龄"", ""性别"", ""透析龄年"", ""透前收缩压"", ""透前呼吸频率"", ""透前体温"", ""历史平均超滤率_mean"", ""历史平均透前体重"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_HBP_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
B_variance_matched-18,B_variance_matched,18,20260715,4,"[""透前舒张压"", ""透前呼吸频率"", ""透前体重-干体重"", ""历史平均超滤率_mean""]","[""年龄"", ""性别"", ""透析龄年"", ""透前收缩压"", ""透前体温"", ""超负荷"", ""历史平均超滤量MAX"", ""历史平均透前体重"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_HBP_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
B_variance_matched-19,B_variance_matched,19,20260715,4,"[""透析龄年"", ""透前收缩压"", ""透前呼吸频率"", ""历史平均超滤量MAX""]","[""年龄"", ""性别"", ""透前舒张压"", ""透前体温"", ""透前体重-干体重"", ""超负荷"", ""历史平均超滤率_mean"", ""历史平均透前体重"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_HBP_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
C_group_size_matched-01,C_group_size_matched,1,20260715,4,"[""超负荷"", ""历史平均透前收缩压"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate""]","[""年龄"", ""性别"", ""透析龄年"", ""透前收缩压"", ""透前舒张压"", ""透前呼吸频率"", ""透前体温"", ""透前体重-干体重"", ""历史平均超滤量MAX"", ""历史平均超滤率_mean"", ""历史平均透前体重"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_HBP_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
C_group_size_matched-02,C_group_size_matched,2,20260715,4,"[""年龄"", ""透前收缩压"", ""history_HBP_rate"", ""history_LBP_times_4_rate""]","[""性别"", ""透析龄年"", ""透前舒张压"", ""透前呼吸频率"", ""透前体温"", ""透前体重-干体重"", ""超负荷"", ""历史平均超滤量MAX"", ""历史平均超滤率_mean"", ""历史平均透前体重"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
C_group_size_matched-03,C_group_size_matched,3,20260715,4,"[""历史平均透前体重"", ""history_IDH_rate"", ""history_HBP_rate"", ""history_LBP_times_2_rate""]","[""年龄"", ""性别"", ""透析龄年"", ""透前收缩压"", ""透前舒张压"", ""透前呼吸频率"", ""透前体温"", ""透前体重-干体重"", ""超负荷"", ""历史平均超滤量MAX"", ""历史平均超滤率_mean"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
C_group_size_matched-04,C_group_size_matched,4,20260715,4,"[""超负荷"", ""历史平均超滤量MAX"", ""历史平均透前体重"", ""history_HBP_rate""]","[""年龄"", ""性别"", ""透析龄年"", ""透前收缩压"", ""透前舒张压"", ""透前呼吸频率"", ""透前体温"", ""透前体重-干体重"", ""历史平均超滤率_mean"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
C_group_size_matched-05,C_group_size_matched,5,20260715,4,"[""年龄"", ""历史平均透中低血压_计算"", ""history_LBP_times_2_rate"", ""history_LBP_times_4_rate""]","[""性别"", ""透析龄年"", ""透前收缩压"", ""透前舒张压"", ""透前呼吸频率"", ""透前体温"", ""透前体重-干体重"", ""超负荷"", ""历史平均超滤量MAX"", ""历史平均超滤率_mean"", ""历史平均透前体重"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""history_IDH_rate"", ""history_HBP_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_3_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
C_group_size_matched-06,C_group_size_matched,6,20260715,4,"[""历史平均透前体重"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_LBP_times_0_rate""]","[""年龄"", ""性别"", ""透析龄年"", ""透前收缩压"", ""透前舒张压"", ""透前呼吸频率"", ""透前体温"", ""透前体重-干体重"", ""超负荷"", ""历史平均超滤量MAX"", ""历史平均超滤率_mean"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""history_HBP_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
C_group_size_matched-07,C_group_size_matched,7,20260715,4,"[""性别"", ""透前收缩压"", ""history_HBP_rate"", ""history_LBP_times_4_rate""]","[""年龄"", ""透析龄年"", ""透前舒张压"", ""透前呼吸频率"", ""透前体温"", ""透前体重-干体重"", ""超负荷"", ""历史平均超滤量MAX"", ""历史平均超滤率_mean"", ""历史平均透前体重"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
C_group_size_matched-08,C_group_size_matched,8,20260715,4,"[""透前舒张压"", ""超负荷"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]","[""年龄"", ""性别"", ""透析龄年"", ""透前收缩压"", ""透前呼吸频率"", ""透前体温"", ""透前体重-干体重"", ""历史平均超滤量MAX"", ""历史平均超滤率_mean"", ""历史平均透前体重"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_HBP_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
C_group_size_matched-09,C_group_size_matched,9,20260715,4,"[""透前呼吸频率"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_LBP_times_0_rate""]","[""年龄"", ""性别"", ""透析龄年"", ""透前收缩压"", ""透前舒张压"", ""透前体温"", ""透前体重-干体重"", ""超负荷"", ""历史平均超滤量MAX"", ""历史平均超滤率_mean"", ""历史平均透前体重"", ""历史平均透前收缩压"", ""history_IDH_rate"", ""history_HBP_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
C_group_size_matched-10,C_group_size_matched,10,20260715,4,"[""性别"", ""透前体重-干体重"", ""历史平均透前收缩压"", ""history_LBP_times_2_rate""]","[""年龄"", ""透析龄年"", ""透前收缩压"", ""透前舒张压"", ""透前呼吸频率"", ""透前体温"", ""超负荷"", ""历史平均超滤量MAX"", ""历史平均超滤率_mean"", ""历史平均透前体重"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_HBP_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
C_group_size_matched-11,C_group_size_matched,11,20260715,4,"[""透前体温"", ""超负荷"", ""历史平均超滤量MAX"", ""history_IDH_rate""]","[""年龄"", ""性别"", ""透析龄年"", ""透前收缩压"", ""透前舒张压"", ""透前呼吸频率"", ""透前体重-干体重"", ""历史平均超滤率_mean"", ""历史平均透前体重"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_HBP_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
C_group_size_matched-12,C_group_size_matched,12,20260715,4,"[""透析龄年"", ""透前体重-干体重"", ""历史平均超滤率_mean"", ""历史平均透中低血压_计算""]","[""年龄"", ""性别"", ""透前收缩压"", ""透前舒张压"", ""透前呼吸频率"", ""透前体温"", ""超负荷"", ""历史平均超滤量MAX"", ""历史平均透前体重"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""history_IDH_rate"", ""history_HBP_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
C_group_size_matched-13,C_group_size_matched,13,20260715,4,"[""透前体温"", ""历史平均超滤率_mean"", ""历史平均透前舒张压"", ""history_HBP_rate""]","[""年龄"", ""性别"", ""透析龄年"", ""透前收缩压"", ""透前舒张压"", ""透前呼吸频率"", ""透前体重-干体重"", ""超负荷"", ""历史平均超滤量MAX"", ""历史平均透前体重"", ""历史平均透前收缩压"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
C_group_size_matched-14,C_group_size_matched,14,20260715,4,"[""透前舒张压"", ""透前体温"", ""历史平均透中低血压_计算"", ""history_LBP_times_3_rate""]","[""年龄"", ""性别"", ""透析龄年"", ""透前收缩压"", ""透前呼吸频率"", ""透前体重-干体重"", ""超负荷"", ""历史平均超滤量MAX"", ""历史平均超滤率_mean"", ""历史平均透前体重"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""history_IDH_rate"", ""history_HBP_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
C_group_size_matched-15,C_group_size_matched,15,20260715,4,"[""透前舒张压"", ""历史平均透前体重"", ""history_HBP_rate"", ""history_LBP_times_1_rate""]","[""年龄"", ""性别"", ""透析龄年"", ""透前收缩压"", ""透前呼吸频率"", ""透前体温"", ""透前体重-干体重"", ""超负荷"", ""历史平均超滤量MAX"", ""历史平均超滤率_mean"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
C_group_size_matched-16,C_group_size_matched,16,20260715,4,"[""超负荷"", ""历史平均超滤量MAX"", ""history_IDH_rate"", ""history_LBP_times_2_rate""]","[""年龄"", ""性别"", ""透析龄年"", ""透前收缩压"", ""透前舒张压"", ""透前呼吸频率"", ""透前体温"", ""透前体重-干体重"", ""历史平均超滤率_mean"", ""历史平均透前体重"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_HBP_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
C_group_size_matched-17,C_group_size_matched,17,20260715,4,"[""透前体重-干体重"", ""历史平均超滤率_mean"", ""历史平均透中低血压_计算"", ""history_IDH_rate""]","[""年龄"", ""性别"", ""透析龄年"", ""透前收缩压"", ""透前舒张压"", ""透前呼吸频率"", ""透前体温"", ""超负荷"", ""历史平均超滤量MAX"", ""历史平均透前体重"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""history_HBP_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
C_group_size_matched-18,C_group_size_matched,18,20260715,4,"[""透前收缩压"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_4_rate""]","[""年龄"", ""性别"", ""透析龄年"", ""透前舒张压"", ""透前呼吸频率"", ""透前体温"", ""透前体重-干体重"", ""超负荷"", ""历史平均超滤量MAX"", ""历史平均超滤率_mean"", ""历史平均透前体重"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_HBP_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_3_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
C_group_size_matched-19,C_group_size_matched,19,20260715,4,"[""年龄"", ""透前收缩压"", ""超负荷"", ""历史平均透前收缩压""]","[""性别"", ""透析龄年"", ""透前舒张压"", ""透前呼吸频率"", ""透前体温"", ""透前体重-干体重"", ""历史平均超滤量MAX"", ""历史平均超滤率_mean"", ""历史平均透前体重"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_HBP_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
D_clinical_type_matched-01,D_clinical_type_matched,1,20260715,4,"[""透前体温"", ""透前体重-干体重"", ""历史平均透前体重"", ""history_HBP_rate""]","[""年龄"", ""性别"", ""透析龄年"", ""透前收缩压"", ""透前舒张压"", ""透前呼吸频率"", ""超负荷"", ""历史平均超滤量MAX"", ""历史平均超滤率_mean"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
D_clinical_type_matched-02,D_clinical_type_matched,2,20260715,4,"[""透前收缩压"", ""透前体温"", ""历史平均超滤率_mean"", ""历史平均透前体重""]","[""年龄"", ""性别"", ""透析龄年"", ""透前舒张压"", ""透前呼吸频率"", ""透前体重-干体重"", ""超负荷"", ""历史平均超滤量MAX"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_HBP_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
D_clinical_type_matched-03,D_clinical_type_matched,3,20260715,4,"[""性别"", ""透前舒张压"", ""历史平均超滤量MAX"", ""历史平均透前体重""]","[""年龄"", ""透析龄年"", ""透前收缩压"", ""透前呼吸频率"", ""透前体温"", ""透前体重-干体重"", ""超负荷"", ""历史平均超滤率_mean"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_HBP_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
D_clinical_type_matched-04,D_clinical_type_matched,4,20260715,4,"[""透析龄年"", ""透前收缩压"", ""历史平均透前收缩压"", ""history_LBP_times_4_rate""]","[""年龄"", ""性别"", ""透前舒张压"", ""透前呼吸频率"", ""透前体温"", ""透前体重-干体重"", ""超负荷"", ""历史平均超滤量MAX"", ""历史平均超滤率_mean"", ""历史平均透前体重"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_HBP_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
D_clinical_type_matched-05,D_clinical_type_matched,5,20260715,4,"[""年龄"", ""透前舒张压"", ""历史平均透前体重"", ""history_LBP_times_2_rate""]","[""性别"", ""透析龄年"", ""透前收缩压"", ""透前呼吸频率"", ""透前体温"", ""透前体重-干体重"", ""超负荷"", ""历史平均超滤量MAX"", ""历史平均超滤率_mean"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_HBP_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
D_clinical_type_matched-06,D_clinical_type_matched,6,20260715,4,"[""年龄"", ""超负荷"", ""history_HBP_rate"", ""history_LBP_times_3_rate""]","[""性别"", ""透析龄年"", ""透前收缩压"", ""透前舒张压"", ""透前呼吸频率"", ""透前体温"", ""透前体重-干体重"", ""历史平均超滤量MAX"", ""历史平均超滤率_mean"", ""历史平均透前体重"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
D_clinical_type_matched-07,D_clinical_type_matched,7,20260715,4,"[""年龄"", ""超负荷"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate""]","[""性别"", ""透析龄年"", ""透前收缩压"", ""透前舒张压"", ""透前呼吸频率"", ""透前体温"", ""透前体重-干体重"", ""历史平均超滤量MAX"", ""历史平均超滤率_mean"", ""历史平均透前体重"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_HBP_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
D_clinical_type_matched-08,D_clinical_type_matched,8,20260715,4,"[""透前呼吸频率"", ""透前体重-干体重"", ""历史平均透中低血压_计算"", ""history_LBP_times_0_rate""]","[""年龄"", ""性别"", ""透析龄年"", ""透前收缩压"", ""透前舒张压"", ""透前体温"", ""超负荷"", ""历史平均超滤量MAX"", ""历史平均超滤率_mean"", ""历史平均透前体重"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""history_IDH_rate"", ""history_HBP_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
D_clinical_type_matched-09,D_clinical_type_matched,9,20260715,4,"[""透析龄年"", ""透前收缩压"", ""历史平均透前舒张压"", ""history_IDH_rate""]","[""年龄"", ""性别"", ""透前舒张压"", ""透前呼吸频率"", ""透前体温"", ""透前体重-干体重"", ""超负荷"", ""历史平均超滤量MAX"", ""历史平均超滤率_mean"", ""历史平均透前体重"", ""历史平均透前收缩压"", ""历史平均透中低血压_计算"", ""history_HBP_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
D_clinical_type_matched-10,D_clinical_type_matched,10,20260715,4,"[""年龄"", ""透前体重-干体重"", ""历史平均透前收缩压"", ""history_IDH_rate""]","[""性别"", ""透析龄年"", ""透前收缩压"", ""透前舒张压"", ""透前呼吸频率"", ""透前体温"", ""超负荷"", ""历史平均超滤量MAX"", ""历史平均超滤率_mean"", ""历史平均透前体重"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_HBP_rate"", ""history_LBP_times_0_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate"", ""history_LBP_times_4_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
D_clinical_type_matched-11,D_clinical_type_matched,11,20260715,4,"[""透前体温"", ""超负荷"", ""history_LBP_times_0_rate"", ""history_LBP_times_4_rate""]","[""年龄"", ""性别"", ""透析龄年"", ""透前收缩压"", ""透前舒张压"", ""透前呼吸频率"", ""透前体重-干体重"", ""历史平均超滤量MAX"", ""历史平均超滤率_mean"", ""历史平均透前体重"", ""历史平均透前收缩压"", ""历史平均透前舒张压"", ""历史平均透中低血压_计算"", ""history_IDH_rate"", ""history_HBP_rate"", ""history_LBP_times_1_rate"", ""history_LBP_times_2_rate"", ""history_LBP_times_3_rate""]",0e8139b4713c4141c6a04a1c681303d7fef72f290892c5bbadf44767ad410c08,97f6c3580674f637dfb1a6f85c3e5af07cb347d436bf7142e951c4bb51a27891,locked_before_v3_model_results
